Line_Item_ID,Date,Credit_Card_Number,Quantity,Menu_Item
18935,07-16-2017,4.33E+15,1,vegetarian spicy miso
18936,07-16-2017,4.33E+15,1,vegetarian spicy miso
18937,07-16-2017,9.97E+15,1,shio ramen
18938,07-16-2017,9.97E+15,1,shio ramen
18939,07-16-2017,6.84E+15,1,vegetarian spicy miso
18940,07-16-2017,6.84E+15,1,vegetarian spicy miso
18941,07-16-2017,4.84E+15,1,burnt garlic tonkotsu ramen
18942,07-16-2017,4.84E+15,1,burnt garlic tonkotsu ramen
18943,07-16-2017,9.19E+15,1,nagomi shoyu
18944,07-16-2017,9.19E+15,1,nagomi shoyu
18945,07-16-2017,1.52E+15,1,soft-shell miso crab ramen
18946,07-16-2017,1.52E+15,1,soft-shell miso crab ramen
18947,07-16-2017,6.32E+15,3,vegetarian curry + king trumpet mushroom ramen
18948,07-16-2017,6.32E+15,3,vegetarian curry + king trumpet mushroom ramen
18949,07-16-2017,2.82E+15,1,burnt garlic tonkotsu ramen
18950,07-16-2017,2.82E+15,1,burnt garlic tonkotsu ramen
18951,07-16-2017,4.16E+15,1,soft-shell miso crab ramen
18952,07-16-2017,4.16E+15,1,soft-shell miso crab ramen
18953,07-16-2017,2.61E+15,1,tori paitan ramen
18954,07-16-2017,2.61E+15,1,tori paitan ramen
18955,07-16-2017,1.54E+15,3,vegetarian spicy miso
18956,07-16-2017,1.54E+15,3,vegetarian spicy miso
18957,07-17-2017,8.49E+15,1,soft-shell miso crab ramen
18958,07-17-2017,8.49E+15,1,soft-shell miso crab ramen
18959,07-17-2017,9.73E+15,1,truffle butter ramen
18960,07-17-2017,9.73E+15,1,truffle butter ramen
18961,07-17-2017,9.61E+15,1,vegetarian spicy miso
18962,07-17-2017,9.61E+15,1,vegetarian spicy miso
18963,07-17-2017,6.00E+15,1,truffle butter ramen
18964,07-17-2017,6.00E+15,1,truffle butter ramen
18965,07-17-2017,8.98E+15,4,truffle butter ramen
18966,07-17-2017,8.98E+15,4,truffle butter ramen
18967,07-17-2017,8.55E+15,1,spicy miso ramen
18968,07-17-2017,8.55E+15,1,spicy miso ramen
18969,07-17-2017,2.96E+15,1,tonkotsu ramen
18970,07-17-2017,2.96E+15,1,tonkotsu ramen
18971,07-17-2017,7.59E+15,1,tonkotsu ramen
18972,07-17-2017,7.59E+15,1,tonkotsu ramen
18973,07-17-2017,8.19E+15,1,shio ramen
18974,07-17-2017,8.19E+15,1,shio ramen
18975,07-17-2017,6.22E+14,1,vegetarian spicy miso
18976,07-17-2017,6.22E+14,1,vegetarian spicy miso
18977,07-17-2017,8.17E+15,1,soft-shell miso crab ramen
18978,07-17-2017,8.17E+15,1,soft-shell miso crab ramen
18979,07-17-2017,1.04E+15,1,truffle butter ramen
18980,07-17-2017,1.04E+15,1,truffle butter ramen
18981,07-17-2017,5.74E+15,1,spicy miso ramen
18982,07-17-2017,5.74E+15,1,spicy miso ramen
18983,07-17-2017,7.93E+15,1,soft-shell miso crab ramen
18984,07-17-2017,7.93E+15,1,soft-shell miso crab ramen
18985,07-17-2017,4.74E+15,3,nagomi shoyu
18986,07-17-2017,4.74E+15,3,nagomi shoyu
18987,07-17-2017,3.96E+15,2,truffle butter ramen
18988,07-17-2017,3.96E+15,2,truffle butter ramen
18989,07-17-2017,1.91E+14,1,truffle butter ramen
18990,07-17-2017,1.91E+14,1,truffle butter ramen
18991,07-17-2017,5.48E+15,1,soft-shell miso crab ramen
18992,07-17-2017,5.48E+15,1,soft-shell miso crab ramen
18993,07-17-2017,9.35E+15,1,miso crab ramen
18994,07-17-2017,9.35E+15,1,miso crab ramen
18995,07-17-2017,1.62E+15,1,soft-shell miso crab ramen
18996,07-17-2017,1.62E+15,1,soft-shell miso crab ramen
18997,07-17-2017,8.17E+15,1,soft-shell miso crab ramen
18998,07-17-2017,8.17E+15,1,soft-shell miso crab ramen
18999,07-17-2017,7.04E+15,1,miso crab ramen
19000,07-17-2017,7.04E+15,1,miso crab ramen
19001,07-17-2017,2.75E+14,1,miso crab ramen
19002,07-17-2017,2.75E+14,1,miso crab ramen
19003,07-17-2017,8.66E+15,1,miso crab ramen
19004,07-17-2017,8.66E+15,1,miso crab ramen
19005,07-17-2017,4.83E+15,3,truffle butter ramen
19006,07-17-2017,4.83E+15,3,truffle butter ramen
19007,07-17-2017,6.47E+15,2,vegetarian curry + king trumpet mushroom ramen
19008,07-17-2017,6.47E+15,2,vegetarian curry + king trumpet mushroom ramen
19009,07-17-2017,4.33E+14,1,spicy miso ramen
19010,07-17-2017,4.33E+14,1,spicy miso ramen
19011,07-17-2017,9.63E+15,1,nagomi shoyu
19012,07-17-2017,9.63E+15,1,nagomi shoyu
19013,07-17-2017,5.64E+15,1,tonkotsu ramen
19014,07-17-2017,5.64E+15,1,tonkotsu ramen
19015,07-17-2017,9.61E+15,1,truffle butter ramen
19016,07-17-2017,9.61E+15,1,truffle butter ramen
19017,07-17-2017,7.57E+15,1,nagomi shoyu
19018,07-17-2017,7.57E+15,1,nagomi shoyu
19019,07-17-2017,6.81E+15,1,truffle butter ramen
19020,07-17-2017,6.81E+15,1,truffle butter ramen
19021,07-17-2017,1.07E+15,1,tori paitan ramen
19022,07-17-2017,1.07E+15,1,tori paitan ramen
19023,07-17-2017,3.66E+14,1,miso crab ramen
19024,07-17-2017,3.66E+14,1,miso crab ramen
19025,07-17-2017,3.18E+15,1,vegetarian spicy miso
19026,07-17-2017,3.18E+15,1,vegetarian spicy miso
19027,07-17-2017,8.76E+15,1,tori paitan ramen
19028,07-17-2017,8.76E+15,1,tori paitan ramen
19029,07-17-2017,6.89E+15,1,tori paitan ramen
19030,07-17-2017,6.89E+15,1,tori paitan ramen
19031,07-17-2017,1.18E+15,4,soft-shell miso crab ramen
19032,07-17-2017,1.18E+15,4,soft-shell miso crab ramen
19033,07-17-2017,9.99E+15,1,miso crab ramen
19034,07-17-2017,9.99E+15,1,miso crab ramen
19035,07-17-2017,4.37E+15,4,miso crab ramen
19036,07-17-2017,4.37E+15,4,miso crab ramen
19037,07-17-2017,1.29E+15,1,miso crab ramen
19038,07-17-2017,1.29E+15,1,miso crab ramen
19039,07-17-2017,3.29E+15,1,vegetarian spicy miso
19040,07-17-2017,3.29E+15,1,vegetarian spicy miso
19041,07-17-2017,7.33E+15,1,spicy miso ramen
19042,07-17-2017,7.33E+15,1,spicy miso ramen
19043,07-17-2017,7.24E+15,2,soft-shell miso crab ramen
19044,07-17-2017,7.24E+15,2,soft-shell miso crab ramen
19045,07-17-2017,4.62E+15,1,spicy miso ramen
19046,07-17-2017,4.62E+15,1,spicy miso ramen
19047,07-17-2017,7.93E+15,1,tori paitan ramen
19048,07-17-2017,7.93E+15,1,tori paitan ramen
19049,07-17-2017,8.51E+15,1,burnt garlic tonkotsu ramen
19050,07-17-2017,8.51E+15,1,burnt garlic tonkotsu ramen
19051,07-17-2017,7.13E+15,1,tonkotsu ramen
19052,07-17-2017,7.13E+15,1,tonkotsu ramen
19053,07-17-2017,8.36E+15,1,tori paitan ramen
19054,07-17-2017,8.36E+15,1,tori paitan ramen
19055,07-17-2017,6.61E+15,1,spicy miso ramen
19056,07-17-2017,6.61E+15,1,spicy miso ramen
19057,07-17-2017,4.51E+15,1,shio ramen
19058,07-17-2017,4.51E+15,1,shio ramen
19059,07-17-2017,4.96E+15,1,truffle butter ramen
19060,07-17-2017,4.96E+15,1,truffle butter ramen
19061,07-17-2017,4.75E+15,1,shio ramen
19062,07-17-2017,4.75E+15,1,shio ramen
19063,07-17-2017,5.91E+15,1,truffle butter ramen
19064,07-17-2017,5.91E+15,1,truffle butter ramen
19065,07-17-2017,3.65E+15,1,tori paitan ramen
19066,07-17-2017,3.65E+15,1,tori paitan ramen
19067,07-17-2017,8.62E+15,1,miso crab ramen
19068,07-17-2017,8.62E+15,1,miso crab ramen
19069,07-17-2017,6.55E+15,2,tori paitan ramen
19070,07-17-2017,6.55E+15,2,tori paitan ramen
19071,07-17-2017,1.38E+15,1,soft-shell miso crab ramen
19072,07-17-2017,1.38E+15,1,soft-shell miso crab ramen
19073,07-17-2017,8.36E+15,4,vegetarian curry + king trumpet mushroom ramen
19074,07-17-2017,8.36E+15,4,vegetarian curry + king trumpet mushroom ramen
19075,07-17-2017,5.73E+15,2,spicy miso ramen
19076,07-17-2017,5.73E+15,2,spicy miso ramen
19077,07-17-2017,9.79E+15,1,spicy miso ramen
19078,07-17-2017,9.79E+15,1,spicy miso ramen
19079,07-17-2017,7.35E+15,1,tonkotsu ramen
19080,07-17-2017,7.35E+15,1,tonkotsu ramen
19081,07-17-2017,5.65E+15,2,burnt garlic tonkotsu ramen
19082,07-17-2017,5.65E+15,2,burnt garlic tonkotsu ramen
19083,07-17-2017,8.81E+15,1,vegetarian curry + king trumpet mushroom ramen
19084,07-17-2017,8.81E+15,1,vegetarian curry + king trumpet mushroom ramen
19085,07-17-2017,4.09E+15,2,vegetarian curry + king trumpet mushroom ramen
19086,07-17-2017,4.09E+15,2,vegetarian curry + king trumpet mushroom ramen
19087,07-17-2017,7.29E+14,1,tori paitan ramen
19088,07-17-2017,7.29E+14,1,tori paitan ramen
19089,07-17-2017,3.89E+15,1,burnt garlic tonkotsu ramen
19090,07-17-2017,3.89E+15,1,burnt garlic tonkotsu ramen
19091,07-17-2017,2.10E+14,1,tonkotsu ramen
19092,07-17-2017,2.10E+14,1,tonkotsu ramen
19093,07-17-2017,9.88E+15,1,soft-shell miso crab ramen
19094,07-17-2017,9.88E+15,1,soft-shell miso crab ramen
19095,07-17-2017,1.42E+15,2,tori paitan ramen
19096,07-17-2017,1.42E+15,2,tori paitan ramen
19097,07-17-2017,9.61E+15,1,tonkotsu ramen
19098,07-17-2017,9.61E+15,1,tonkotsu ramen
19099,07-17-2017,2.18E+15,1,soft-shell miso crab ramen
19100,07-17-2017,2.18E+15,1,soft-shell miso crab ramen
19101,07-17-2017,2.48E+15,1,burnt garlic tonkotsu ramen
19102,07-17-2017,2.48E+15,1,burnt garlic tonkotsu ramen
19103,07-17-2017,3.71E+14,1,nagomi shoyu
19104,07-17-2017,3.71E+14,1,nagomi shoyu
19105,07-17-2017,5.24E+15,1,miso crab ramen
19106,07-17-2017,5.24E+15,1,miso crab ramen
19107,07-17-2017,5.50E+15,1,tori paitan ramen
19108,07-17-2017,5.50E+15,1,tori paitan ramen
19109,07-17-2017,2.80E+15,2,truffle butter ramen
19110,07-17-2017,2.80E+15,2,truffle butter ramen
19111,07-17-2017,6.49E+14,1,vegetarian curry + king trumpet mushroom ramen
19112,07-17-2017,6.49E+14,1,vegetarian curry + king trumpet mushroom ramen
19113,07-17-2017,7.12E+15,3,shio ramen
19114,07-17-2017,7.12E+15,3,shio ramen
19115,07-17-2017,6.68E+15,4,truffle butter ramen
19116,07-17-2017,6.68E+15,4,truffle butter ramen
19117,07-17-2017,6.24E+15,1,tori paitan ramen
19118,07-17-2017,6.24E+15,1,tori paitan ramen
19119,07-17-2017,3.45E+15,1,miso crab ramen
19120,07-17-2017,3.45E+15,1,miso crab ramen
19121,07-17-2017,6.95E+15,1,vegetarian spicy miso
19122,07-17-2017,6.95E+15,1,vegetarian spicy miso
19123,07-17-2017,7.06E+15,1,tori paitan ramen
19124,07-17-2017,7.06E+15,1,tori paitan ramen
19125,07-17-2017,1.41E+15,4,vegetarian curry + king trumpet mushroom ramen
19126,07-17-2017,1.41E+15,4,vegetarian curry + king trumpet mushroom ramen
19127,07-17-2017,8.78E+15,1,truffle butter ramen
19128,07-17-2017,8.78E+15,1,truffle butter ramen
19129,07-17-2017,1.23E+15,1,vegetarian spicy miso
19130,07-17-2017,1.23E+15,1,vegetarian spicy miso
19131,07-17-2017,1.52E+15,1,burnt garlic tonkotsu ramen
19132,07-17-2017,1.52E+15,1,burnt garlic tonkotsu ramen
19133,07-17-2017,9.82E+13,1,tonkotsu ramen
19134,07-17-2017,9.82E+13,1,tonkotsu ramen
19135,07-17-2017,9.23E+15,1,tori paitan ramen
19136,07-17-2017,9.23E+15,1,tori paitan ramen
19137,07-17-2017,5.08E+15,1,spicy miso ramen
19138,07-17-2017,5.08E+15,1,spicy miso ramen
19139,07-18-2017,6.72E+15,1,miso crab ramen
19140,07-18-2017,6.72E+15,1,miso crab ramen
19141,07-18-2017,4.10E+15,1,tori paitan ramen
19142,07-18-2017,4.10E+15,1,tori paitan ramen
19143,07-18-2017,3.05E+15,1,miso crab ramen
19144,07-18-2017,3.05E+15,1,miso crab ramen
19145,07-18-2017,4.63E+15,1,spicy miso ramen
19146,07-18-2017,4.63E+15,1,spicy miso ramen
19147,07-18-2017,3.04E+15,1,miso crab ramen
19148,07-18-2017,3.04E+15,1,miso crab ramen
19149,07-18-2017,3.94E+15,1,soft-shell miso crab ramen
19150,07-18-2017,3.94E+15,1,soft-shell miso crab ramen
19151,07-18-2017,5.81E+15,1,shio ramen
19152,07-18-2017,5.81E+15,1,shio ramen
19153,07-18-2017,8.27E+15,4,vegetarian curry + king trumpet mushroom ramen
19154,07-18-2017,8.27E+15,4,vegetarian curry + king trumpet mushroom ramen
19155,07-18-2017,5.34E+15,1,soft-shell miso crab ramen
19156,07-18-2017,5.34E+15,1,soft-shell miso crab ramen
19157,07-18-2017,7.58E+15,1,vegetarian curry + king trumpet mushroom ramen
19158,07-18-2017,7.58E+15,1,vegetarian curry + king trumpet mushroom ramen
19159,07-18-2017,3.98E+15,1,nagomi shoyu
19160,07-18-2017,3.98E+15,1,nagomi shoyu
19161,07-18-2017,8.39E+15,1,nagomi shoyu
19162,07-18-2017,8.39E+15,1,nagomi shoyu
19163,07-18-2017,3.51E+14,1,truffle butter ramen
19164,07-18-2017,3.51E+14,1,truffle butter ramen
19165,07-18-2017,8.09E+15,1,miso crab ramen
19166,07-18-2017,8.09E+15,1,miso crab ramen
19167,07-18-2017,9.23E+14,1,tori paitan ramen
19168,07-18-2017,9.23E+14,1,tori paitan ramen
19169,07-18-2017,4.60E+15,1,shio ramen
19170,07-18-2017,4.60E+15,1,shio ramen
19171,07-18-2017,5.04E+15,1,truffle butter ramen
19172,07-18-2017,5.04E+15,1,truffle butter ramen
19173,07-18-2017,7.62E+15,4,miso crab ramen
19174,07-18-2017,7.62E+15,4,miso crab ramen
19175,07-18-2017,7.21E+15,3,truffle butter ramen
19176,07-18-2017,7.21E+15,3,truffle butter ramen
19177,07-18-2017,5.75E+14,1,tonkotsu ramen
19178,07-18-2017,5.75E+14,1,tonkotsu ramen
19179,07-18-2017,3.65E+15,1,nagomi shoyu
19180,07-18-2017,3.65E+15,1,nagomi shoyu
19181,07-18-2017,9.00E+14,3,tori paitan ramen
19182,07-18-2017,9.00E+14,3,tori paitan ramen
19183,07-18-2017,2.10E+15,1,spicy miso ramen
19184,07-18-2017,2.10E+15,1,spicy miso ramen
19185,07-18-2017,7.80E+15,1,spicy miso ramen
19186,07-18-2017,7.80E+15,1,spicy miso ramen
19187,07-18-2017,9.25E+15,1,nagomi shoyu
19188,07-18-2017,9.25E+15,1,nagomi shoyu
19189,07-18-2017,2.13E+15,1,tori paitan ramen
19190,07-18-2017,2.13E+15,1,tori paitan ramen
19191,07-18-2017,7.79E+14,1,shio ramen
19192,07-18-2017,7.79E+14,1,shio ramen
19193,07-18-2017,4.80E+15,1,nagomi shoyu
19194,07-18-2017,4.80E+15,1,nagomi shoyu
19195,07-18-2017,7.40E+15,1,spicy miso ramen
19196,07-18-2017,7.40E+15,1,spicy miso ramen
19197,07-18-2017,3.60E+15,1,tori paitan ramen
19198,07-18-2017,3.60E+15,1,tori paitan ramen
19199,07-18-2017,7.93E+14,1,vegetarian curry + king trumpet mushroom ramen
19200,07-18-2017,7.93E+14,1,vegetarian curry + king trumpet mushroom ramen
19201,07-18-2017,1.77E+15,1,tonkotsu ramen
19202,07-18-2017,1.77E+15,1,tonkotsu ramen
19203,07-18-2017,9.02E+13,2,tori paitan ramen
19204,07-18-2017,9.02E+13,2,tori paitan ramen
19205,07-18-2017,6.52E+15,1,soft-shell miso crab ramen
19206,07-18-2017,6.52E+15,1,soft-shell miso crab ramen
19207,07-18-2017,3.72E+15,1,shio ramen
19208,07-18-2017,3.72E+15,1,shio ramen
19209,07-18-2017,9.12E+15,4,soft-shell miso crab ramen
19210,07-18-2017,9.12E+15,4,soft-shell miso crab ramen
19211,07-18-2017,4.72E+15,1,vegetarian curry + king trumpet mushroom ramen
19212,07-18-2017,4.72E+15,1,vegetarian curry + king trumpet mushroom ramen
19213,07-18-2017,6.14E+15,1,miso crab ramen
19214,07-18-2017,6.14E+15,1,miso crab ramen
19215,07-18-2017,5.28E+15,1,miso crab ramen
19216,07-18-2017,5.28E+15,1,miso crab ramen
19217,07-18-2017,2.78E+15,1,vegetarian spicy miso
19218,07-18-2017,2.78E+15,1,vegetarian spicy miso
19219,07-18-2017,4.83E+15,1,nagomi shoyu
19220,07-18-2017,4.83E+15,1,nagomi shoyu
19221,07-18-2017,1.04E+15,1,spicy miso ramen
19222,07-18-2017,1.04E+15,1,spicy miso ramen
19223,07-18-2017,4.81E+15,4,tori paitan ramen
19224,07-18-2017,4.81E+15,4,tori paitan ramen
19225,07-18-2017,2.38E+15,1,soft-shell miso crab ramen
19226,07-18-2017,2.38E+15,1,soft-shell miso crab ramen
19227,07-18-2017,8.49E+14,2,shio ramen
19228,07-18-2017,8.49E+14,2,shio ramen
19229,07-18-2017,6.27E+15,2,soft-shell miso crab ramen
19230,07-18-2017,6.27E+15,2,soft-shell miso crab ramen
19231,07-18-2017,6.73E+15,4,spicy miso ramen
19232,07-18-2017,6.73E+15,4,spicy miso ramen
19233,07-18-2017,8.53E+15,1,nagomi shoyu
19234,07-18-2017,8.53E+15,1,nagomi shoyu
19235,07-18-2017,5.65E+15,1,vegetarian spicy miso
19236,07-18-2017,5.65E+15,1,vegetarian spicy miso
19237,07-18-2017,6.69E+15,1,vegetarian spicy miso
19238,07-18-2017,6.69E+15,1,vegetarian spicy miso
19239,07-18-2017,1.03E+15,1,vegetarian spicy miso
19240,07-18-2017,1.03E+15,1,vegetarian spicy miso
19241,07-18-2017,5.97E+14,1,truffle butter ramen
19242,07-18-2017,5.97E+14,1,truffle butter ramen
19243,07-18-2017,5.04E+15,1,soft-shell miso crab ramen
19244,07-18-2017,5.04E+15,1,soft-shell miso crab ramen
19245,07-18-2017,5.06E+15,1,shio ramen
19246,07-18-2017,5.06E+15,1,shio ramen
19247,07-18-2017,7.79E+15,1,soft-shell miso crab ramen
19248,07-18-2017,7.79E+15,1,soft-shell miso crab ramen
19249,07-18-2017,3.61E+14,1,vegetarian curry + king trumpet mushroom ramen
19250,07-18-2017,3.61E+14,1,vegetarian curry + king trumpet mushroom ramen
19251,07-18-2017,2.51E+14,1,soft-shell miso crab ramen
19252,07-18-2017,2.51E+14,1,soft-shell miso crab ramen
19253,07-18-2017,6.01E+15,1,tori paitan ramen
19254,07-18-2017,6.01E+15,1,tori paitan ramen
19255,07-18-2017,1.96E+15,1,nagomi shoyu
19256,07-18-2017,1.96E+15,1,nagomi shoyu
19257,07-19-2017,3.53E+15,1,shio ramen
19258,07-19-2017,3.53E+15,1,shio ramen
19259,07-19-2017,6.77E+15,1,miso crab ramen
19260,07-19-2017,6.77E+15,1,miso crab ramen
19261,07-19-2017,1.88E+15,1,shio ramen
19262,07-19-2017,1.88E+15,1,shio ramen
19263,07-19-2017,7.13E+13,1,spicy miso ramen
19264,07-19-2017,7.13E+13,1,spicy miso ramen
19265,07-19-2017,2.77E+15,1,tonkotsu ramen
19266,07-19-2017,2.77E+15,1,tonkotsu ramen
19267,07-19-2017,9.92E+15,1,vegetarian curry + king trumpet mushroom ramen
19268,07-19-2017,9.92E+15,1,vegetarian curry + king trumpet mushroom ramen
19269,07-19-2017,2.96E+15,1,burnt garlic tonkotsu ramen
19270,07-19-2017,2.96E+15,1,burnt garlic tonkotsu ramen
19271,07-19-2017,6.31E+15,1,tori paitan ramen
19272,07-19-2017,6.31E+15,1,tori paitan ramen
19273,07-19-2017,8.83E+15,4,spicy miso ramen
19274,07-19-2017,8.83E+15,4,spicy miso ramen
19275,07-19-2017,6.91E+15,1,tori paitan ramen
19276,07-19-2017,6.91E+15,1,tori paitan ramen
19277,07-19-2017,7.53E+15,1,vegetarian spicy miso
19278,07-19-2017,7.53E+15,1,vegetarian spicy miso
19279,07-19-2017,3.64E+15,2,spicy miso ramen
19280,07-19-2017,3.64E+15,2,spicy miso ramen
19281,07-19-2017,1.30E+15,1,tonkotsu ramen
19282,07-19-2017,1.30E+15,1,tonkotsu ramen
19283,07-19-2017,3.96E+15,1,burnt garlic tonkotsu ramen
19284,07-19-2017,3.96E+15,1,burnt garlic tonkotsu ramen
19285,07-20-2017,1.24E+15,3,soft-shell miso crab ramen
19286,07-20-2017,1.24E+15,3,soft-shell miso crab ramen
19287,07-20-2017,3.96E+15,3,shio ramen
19288,07-20-2017,3.96E+15,3,shio ramen
19289,07-20-2017,2.99E+15,1,nagomi shoyu
19290,07-20-2017,2.99E+15,1,nagomi shoyu
19291,07-20-2017,3.47E+14,1,miso crab ramen
19292,07-20-2017,3.47E+14,1,miso crab ramen
19293,07-20-2017,9.02E+15,1,spicy miso ramen
19294,07-20-2017,9.02E+15,1,spicy miso ramen
19295,07-20-2017,1.80E+13,1,miso crab ramen
19296,07-20-2017,1.80E+13,1,miso crab ramen
19297,07-20-2017,9.42E+15,2,spicy miso ramen
19298,07-20-2017,9.42E+15,2,spicy miso ramen
19299,07-20-2017,9.58E+15,1,burnt garlic tonkotsu ramen
19300,07-20-2017,9.58E+15,1,burnt garlic tonkotsu ramen
19301,07-20-2017,1.90E+15,1,vegetarian curry + king trumpet mushroom ramen
19302,07-20-2017,1.90E+15,1,vegetarian curry + king trumpet mushroom ramen
19303,07-20-2017,4.86E+15,4,spicy miso ramen
19304,07-20-2017,4.86E+15,4,spicy miso ramen
19305,07-20-2017,1.75E+15,1,soft-shell miso crab ramen
19306,07-20-2017,1.75E+15,1,soft-shell miso crab ramen
19307,07-20-2017,5.03E+15,1,nagomi shoyu
19308,07-20-2017,5.03E+15,1,nagomi shoyu
19309,07-20-2017,4.60E+15,2,tonkotsu ramen
19310,07-20-2017,4.60E+15,2,tonkotsu ramen
19311,07-20-2017,2.58E+15,1,tonkotsu ramen
19312,07-20-2017,2.58E+15,1,tonkotsu ramen
19313,07-20-2017,8.68E+15,1,spicy miso ramen
19314,07-20-2017,8.68E+15,1,spicy miso ramen
19315,07-20-2017,3.46E+15,1,tonkotsu ramen
19316,07-20-2017,3.46E+15,1,tonkotsu ramen
19317,07-20-2017,4.99E+15,4,tonkotsu ramen
19318,07-20-2017,4.99E+15,4,tonkotsu ramen
19319,07-20-2017,7.57E+15,1,miso crab ramen
19320,07-20-2017,7.57E+15,1,miso crab ramen
19321,07-20-2017,9.71E+15,1,tori paitan ramen
19322,07-20-2017,9.71E+15,1,tori paitan ramen
19323,07-20-2017,2.41E+14,4,truffle butter ramen
19324,07-20-2017,2.41E+14,4,truffle butter ramen
19325,07-20-2017,3.90E+15,1,spicy miso ramen
19326,07-20-2017,3.90E+15,1,spicy miso ramen
19327,07-20-2017,3.89E+15,1,shio ramen
19328,07-20-2017,3.89E+15,1,shio ramen
19329,07-20-2017,9.97E+15,1,shio ramen
19330,07-20-2017,9.97E+15,1,shio ramen
19331,07-20-2017,1.60E+15,1,tori paitan ramen
19332,07-20-2017,1.60E+15,1,tori paitan ramen
19333,07-20-2017,3.42E+15,1,tori paitan ramen
19334,07-20-2017,3.42E+15,1,tori paitan ramen
19335,07-20-2017,7.57E+15,1,shio ramen
19336,07-20-2017,7.57E+15,1,shio ramen
19337,07-20-2017,3.03E+15,1,vegetarian curry + king trumpet mushroom ramen
19338,07-20-2017,3.03E+15,1,vegetarian curry + king trumpet mushroom ramen
19339,07-20-2017,4.39E+15,1,nagomi shoyu
19340,07-20-2017,4.39E+15,1,nagomi shoyu
19341,07-20-2017,3.01E+15,2,spicy miso ramen
19342,07-20-2017,3.01E+15,2,spicy miso ramen
19343,07-20-2017,9.15E+14,2,soft-shell miso crab ramen
19344,07-20-2017,9.15E+14,2,soft-shell miso crab ramen
19345,07-20-2017,5.85E+15,1,tonkotsu ramen
19346,07-20-2017,5.85E+15,1,tonkotsu ramen
19347,07-20-2017,9.66E+15,1,shio ramen
19348,07-20-2017,9.66E+15,1,shio ramen
19349,07-20-2017,8.18E+15,1,tori paitan ramen
19350,07-20-2017,8.18E+15,1,tori paitan ramen
19351,07-20-2017,6.09E+15,1,truffle butter ramen
19352,07-20-2017,6.09E+15,1,truffle butter ramen
19353,07-20-2017,5.88E+15,1,burnt garlic tonkotsu ramen
19354,07-20-2017,5.88E+15,1,burnt garlic tonkotsu ramen
19355,07-20-2017,8.15E+15,1,spicy miso ramen
19356,07-20-2017,8.15E+15,1,spicy miso ramen
19357,07-20-2017,1.00E+16,1,spicy miso ramen
19358,07-20-2017,1.00E+16,1,spicy miso ramen
19359,07-20-2017,4.58E+15,1,tonkotsu ramen
19360,07-20-2017,4.58E+15,1,tonkotsu ramen
19361,07-20-2017,3.77E+15,1,burnt garlic tonkotsu ramen
19362,07-20-2017,3.77E+15,1,burnt garlic tonkotsu ramen
19363,07-20-2017,6.88E+15,1,shio ramen
19364,07-20-2017,6.88E+15,1,shio ramen
19365,07-20-2017,5.70E+15,2,spicy miso ramen
19366,07-20-2017,5.70E+15,2,spicy miso ramen
19367,07-20-2017,5.77E+15,1,vegetarian curry + king trumpet mushroom ramen
19368,07-20-2017,5.77E+15,1,vegetarian curry + king trumpet mushroom ramen
19369,07-20-2017,4.58E+15,1,burnt garlic tonkotsu ramen
19370,07-20-2017,4.58E+15,1,burnt garlic tonkotsu ramen
19371,07-20-2017,1.00E+15,1,tonkotsu ramen
19372,07-20-2017,1.00E+15,1,tonkotsu ramen
19373,07-20-2017,8.89E+15,2,tori paitan ramen
19374,07-20-2017,8.89E+15,2,tori paitan ramen
19375,07-20-2017,4.66E+14,1,soft-shell miso crab ramen
19376,07-20-2017,4.66E+14,1,soft-shell miso crab ramen
19377,07-20-2017,5.21E+15,1,burnt garlic tonkotsu ramen
19378,07-20-2017,5.21E+15,1,burnt garlic tonkotsu ramen
19379,07-20-2017,1.99E+14,3,burnt garlic tonkotsu ramen
19380,07-20-2017,1.99E+14,3,burnt garlic tonkotsu ramen
19381,07-20-2017,3.76E+15,1,vegetarian curry + king trumpet mushroom ramen
19382,07-20-2017,3.76E+15,1,vegetarian curry + king trumpet mushroom ramen
19383,07-20-2017,2.15E+15,2,nagomi shoyu
19384,07-20-2017,2.15E+15,2,nagomi shoyu
19385,07-20-2017,8.91E+15,1,truffle butter ramen
19386,07-20-2017,8.91E+15,1,truffle butter ramen
19387,07-20-2017,1.58E+15,1,miso crab ramen
19388,07-20-2017,1.58E+15,1,miso crab ramen
19389,07-20-2017,8.18E+15,1,burnt garlic tonkotsu ramen
19390,07-20-2017,8.18E+15,1,burnt garlic tonkotsu ramen
19391,07-20-2017,8.21E+15,1,vegetarian curry + king trumpet mushroom ramen
19392,07-20-2017,8.21E+15,1,vegetarian curry + king trumpet mushroom ramen
19393,07-20-2017,1.83E+15,1,burnt garlic tonkotsu ramen
19394,07-20-2017,1.83E+15,1,burnt garlic tonkotsu ramen
19395,07-20-2017,7.77E+15,1,tori paitan ramen
19396,07-20-2017,7.77E+15,1,tori paitan ramen
19397,07-20-2017,9.62E+15,1,burnt garlic tonkotsu ramen
19398,07-20-2017,9.62E+15,1,burnt garlic tonkotsu ramen
19399,07-20-2017,6.29E+15,1,tori paitan ramen
19400,07-20-2017,6.29E+15,1,tori paitan ramen
19401,07-20-2017,3.44E+15,1,truffle butter ramen
19402,07-20-2017,3.44E+15,1,truffle butter ramen
19403,07-20-2017,3.91E+15,1,shio ramen
